"","title","abstract","id","included_ats","included_final"
"122","trajectories of ptsd and substance use disorders in a longitudinal study of personality disorders","This study investigated the co-occurrence of posttraumatic stress disorder (PTSD) and substance use disorders (SUDs) in a sample (N = 668) recruited for personality disorders and followed longitudinally as part of the Collaborative Longitudinal Personality Disorders Study. The study both examined rates of co-occurring disorders at baseline and temporal relationships between PTSD and substance use disorders over 4 years. Subjects with a lifetime history of PTSD at baseline had significantly higher rates of SUDs (both alcohol and drug) than subjects without PTSD. Latent class growth analysis, a relatively novel approach used to analyze trajectories and identify homogeneous subgroups of participant on the basis of probabilities of PTSD and SUD over time, identified 6 classes, which were compared with respect to a set of functioning and personality variables. The most consistent differences were observed between the group that displayed low probabilities of both SUD and PTSD and the group that displayed high probabilities of both.",12722,1,0
"123","trajectories of ptsd and substance use disorders in a longitudinal study of personality disorders","This study investigated the co-occurrence of posttraumatic stress disorder (PTSD) and substance use disorders (SUDs) in a sample (N = 668) recruited for personality disorders and followed longitudinally as part of the Collaborative Longitudinal Personality Disorders Study. The study both examined rates of co-occurring disorders at baseline and temporal relationships between PTSD and substance use disorders over 4 years. Subjects with a lifetime history of PTSD at baseline had significantly higher rates of SUDs (both alcohol and drug) than subjects without PTSD. Latent class growth analysis, a relatively novel approach used to analyze trajectories and identify homogeneous subgroups of participant on the basis of probabilities of PTSD and SUD over time, identified 6 classes, which were compared with respect to a set of functioning and personality variables. The most consistent differences were observed between the group that displayed low probabilities of both SUD and PTSD and the group that displayed high probabilities of both.",12722,1,0
"124","trajectories of ptsd and substance use disorders in a longitudinal study of personality disorders","This study investigated the co-occurrence of posttraumatic stress disorder (PTSD) and substance use disorders (SUDs) in a sample (N = 668) recruited for personality disorders and followed longitudinally as part of the Collaborative Longitudinal Personality Disorders Study. The study both examined rates of co-occurring disorders at baseline and temporal relationships between PTSD and substance use disorders over 4 years. Subjects with a lifetime history of PTSD at baseline had significantly higher rates of SUDs (both alcohol and drug) than subjects without PTSD. Latent class growth analysis, a relatively novel approach used to analyze trajectories and identify homogeneous subgroups of participant on the basis of probabilities of PTSD and SUD over time, identified 6 classes, which were compared with respect to a set of functioning and personality variables. The most consistent differences were observed between the group that displayed low probabilities of both SUD and PTSD and the group that displayed high probabilities of both. © 2009 American Psychological Association.",9660,1,0
"125","trajectories of ptsd and substance use disorders in a longitudinal study of personality disorders","This study investigated the co-occurrence of posttraumatic stress disorder (PTSD) and substance use disorders (SUDs) in a sample (N = 668) recruited for personality disorders and followed longitudinally as part of the Collaborative Longitudinal Personality Disorders Study. The study both examined rates of co-occurring disorders at baseline and temporal relationships between PTSD and substance use disorders over 4 years. Subjects with a lifetime history of PTSD at baseline had significantly higher rates of SUDs (both alcohol and drug) than subjects without PTSD. Latent class growth analysis, a relatively novel approach used to analyze trajectories and identify homogeneous subgroups of participant on the basis of probabilities of PTSD and SUD over time, identified 6 classes, which were compared with respect to a set of functioning and personality variables. The most consistent differences were observed between the group that displayed low probabilities of both SUD and PTSD and the group that displayed high probabilities of both. © 2009 American Psychological Association.",9660,1,0
"126","trajectories of ptsd and substance use disorders in a longitudinal study of personality disorders","This study investigated the co-occurrence of posttraumatic stress disorder (PTSD) and substance use disorders (SUDs) in a sample (N = 668) recruited for personality disorders and followed longitudinally as part of the Collaborative Longitudinal Personality Disorders Study. The study both examined rates of co-occurring disorders at baseline and temporal relationships between PTSD and substance use disorders over 4 years. Subjects with a lifetime history of PTSD at baseline had significantly higher rates of SUDs (both alcohol and drug) than subjects without PTSD. Latent class growth analysis, a relatively novel approach used to analyze trajectories and identify homogeneous subgroups of participant on the basis of probabilities of PTSD and SUD over time, identified 6 classes, which were compared with respect to a set of functioning and personality variables. The most consistent differences were observed between the group that displayed low probabilities of both SUD and PTSD and the group that displayed high probabilities of both. (PsycINFO Database Record (c) 2014 APA, all rights reserved) (journal abstract)",11320,1,0
"127","trajectories of ptsd and substance use disorders in a longitudinal study of personality disorders","This study investigated the co-occurrence of posttraumatic stress disorder (PTSD) and substance use disorders (SUDs) in a sample (N = 668) recruited for personality disorders and followed longitudinally as part of the Collaborative Longitudinal Personality Disorders Study. The study both examined rates of co-occurring disorders at baseline and temporal relationships between PTSD and substance use disorders over 4 years. Subjects with a lifetime history of PTSD at baseline had significantly higher rates of SUDs (both alcohol and drug) than subjects without PTSD. Latent class growth analysis, a relatively novel approach used to analyze trajectories and identify homogeneous subgroups of participant on the basis of probabilities of PTSD and SUD over time, identified 6 classes, which were compared with respect to a set of functioning and personality variables. The most consistent differences were observed between the group that displayed low probabilities of both SUD and PTSD and the group that displayed high probabilities of both. (PsycINFO Database Record (c) 2014 APA, all rights reserved) (journal abstract)",11320,1,0
"128",NA,NA,14141,0,0
"129",NA,NA,14708,0,0
"130",NA,NA,14144,0,0
"131",NA,NA,14820,0,0
"132",NA,NA,14582,0,0
"133","a hormone-based characterization and taxonomy of stress: possible usefulness in management","""Stress"" is being increasingly implicated in the pathogenesis of a variety of psychological and somatic disturbances. Because responses to stress can vary widely, the absence of a suitable, pathophysiologically based taxonomy of stress responses has hindered physicians in their efforts to devise treatments tailored to deal with specific stress-related problems. It is proposed herein that classical endocrinologic criteria be employed to characterize stress responses in terms of the associated hormonal secretion ratios and their temporal evolution. Ratios of the responses to stressors of the sympathoadrenal system (SA) and the hypothalamo-pituitary-adrenal (HPA) axis can be either unity (ratio = 1) or dissociated in varying degree, with SA or HPA dominance and for more or less prolonged periods. Published reports of studies in both laboratory animals and patients with stress-associated illnesses (eg, post-traumatic stress disorder [PTSD]) suggest that such hormone-secretion ratios together with their temporal patterns can be used to characterize the particular stress response under examination, thereby providing strong support for further study of the proposed taxonomy. Such a classification of responses to stress stimuli will make it possible to test the overall concept by establishing a correspondence between the suggested hormonal profile and the associated clinical/psychological picture, as well as enable assessment of the benefit of a therapeutic strategy designed to fit the particular category of stress response exhibited by the patient. Copyright 2002, Elsevier Science (USA). All rights reserved.",1780,0,0
"134","a hormone-based characterization and taxonomy of stress: possible usefulness in management","""Stress"" is being increasingly implicated in the pathogenesis of a variety of psychological and somatic disturbances. Because responses to stress can vary widely, the absence of a suitable, pathophysiologically based taxonomy of stress responses has hindered physicians in their efforts to devise treatments tailored to deal with specific stress-related problems. It is proposed herein that classical endocrinologic criteria be employed to characterize stress responses in terms of the associated hormonal secretion ratios and their temporal evolution. Ratios of the responses to stressors of the sympathoadrenal system (SA) and the hypothalamo-pituitary-adrenal (HPA) axis can be either unity (ratio = 1) or dissociated in varying degree, with SA or HPA dominance and for more or less prolonged periods. Published reports of studies in both laboratory animals and patients with stress-associated illnesses (eg, post-traumatic stress disorder [PTSD]) suggest that such hormone-secretion ratios together with their temporal patterns can be used to characterize the particular stress response under examination, thereby providing strong support for further study of the proposed taxonomy. Such a classification of responses to stress stimuli will make it possible to test the overall concept by establishing a correspondence between the suggested hormonal profile and the associated clinical/psychological picture, as well as enable assessment of the benefit of a therapeutic strategy designed to fit the particular category of stress response exhibited by the patient. Copyright 2002, Elsevier Science (USA). All rights reserved.",10496,0,0
"135","community resilience and the principles of mass trauma intervention",NA,14433,0,0
"136","community resilience and the principles of mass trauma intervention",NA,14748,0,0
"137","a qualitative analysis of posttraumatic stress among mexican victims of disaster","In unstructured interviews, 24 Mexicans described survivors' responses to disasters in Guadalajara, Jalisco (n = 9), Homestead, Florida (n = 6), and Puerto Angel, Oaxaca (n = 9). This analysis assessed the extent to which symptom descriptions corresponded to the 17 criterion symptoms of PTSD. Nineteen participants (79%) mentioned from 1 to 9 criterion symptoms. Event-related distress, hypervigilance, recurrent recollections, and avoiding reminders were described most often. Only 3 criterion symptoms were never described. Twenty participants (83%) provided 109 separate expressions that could not be classified specifically as criterion symptoms. These phrases were sorted by 9 independent Mexican volunteers and cluster analyzed. Clusters composed of ataques de nervios, depression, lasting trauma, and somatic complaints provided the best description of the data.",1796,0,0
"138","a qualitative analysis of posttraumatic stress among mexican victims of disaster","In unstructured interviews, 24 Mexicans described survivors' responses to disasters in Guadalajara, Jalisco (n = 9), Homestead, Florida (n = 6), and Puerto Angel, Oaxaca (n = 9). This analysis assessed the extent to which symptom descriptions corresponded to the 17 criterion symptoms of PTSD. Nineteen participants (79%) mentioned from 1 to 9 criterion symptoms. Event-related distress, hypervigilance, recurrent recollections, and avoiding reminders were described most often. Only 3 criterion symptoms were never described. Twenty participants (83%) provided 109 separate expressions that could not be classified specifically as criterion symptoms. These phrases were sorted by 9 independent Mexican volunteers and cluster analyzed. Clusters composed of ataques de nervios, depression, lasting trauma, and somatic complaints provided the best description of the data.",10546,0,0
"139","a qualitative analysis of posttraumatic stress among mexican victims of disaster","In unstructured interviews, 24 Mexicans described survivors' responses to disasters in Guadalajara, Jalisco (n = 9), Homestead, Florida (n = 6), and Puerto Angel, Oaxaca (n = 9). This analysis assessed the extent to which symptom descriptions corresponded to the 17 criterion symptoms of PTSD. Nineteen participants (79%) mentioned from 1 to 9 criterion symptoms. Event-related distress, hypervigilance, recurrent recollections, and avoiding reminders were described most often. Only 3 criterion symptoms were never described. Twenty participants (83%) provided 109 separate expressions that could not be classified specifically as criterion symptoms. These phrases were sorted by 9 independent Mexican volunteers and cluster analyzed. Clusters composed of ataques de nervios, depression, lasting trauma, and somatic complaints provided the best description of the data.",6503,0,0
"140","predictors of the long-term course of comorbid ptsd: a naturalistic prospective study","OBJECTIVES: The study examined the long-term course of posttraumatic stress disorder (PTSD) by analyzing rates of recurrence and the predictive value of comorbid psychiatric disorders and psychosocial functioning. METHODS: This study is based on diagnostic assessments administered at intake and subsequent follow-up interviews over a period of 15 years in a sample of 90 anxiety-disordered patients with comorbid PTSD who participated in the Harvard Brown Anxiety Research project (HARP). Kaplan-Meier life table analysis revealed a 0.20 probability of full remission during the 15 years of follow-up. RESULTS: Latent growth model (LGM) analysis revealed that the number of trauma exposures was a predictor of a worse course of PTSD but only during some intervals of the 15-year follow-up. Subjects with full social phobia were more likely to experience worsening of PTSD over time in comparison with subjects with less severe social phobia. Role functioning in the areas of household and employment was a significant predictor of a declining course of PTSD. CONCLUSIONS: These findings revealed the dynamic nature of the predictive value of traumatic experiences, the deleterious effect of social phobia and the long term effect of psychosocial functioning on the course of PTSD. Implications for treatment planning and development of interventions for PTSD are discussed.",7165,1,0
"141","predictors of the long-term course of comorbid ptsd: a naturalistic prospective study","OBJECTIVES: The study examined the long-term course of posttraumatic stress disorder (PTSD) by analyzing rates of recurrence and the predictive value of comorbid psychiatric disorders and psychosocial functioning. METHODS: This study is based on diagnostic assessments administered at intake and subsequent follow-up interviews over a period of 15 years in a sample of 90 anxiety-disordered patients with comorbid PTSD who participated in the Harvard Brown Anxiety Research project (HARP). Kaplan-Meier life table analysis revealed a 0.20 probability of full remission during the 15 years of follow-up. RESULTS: Latent growth model (LGM) analysis revealed that the number of trauma exposures was a predictor of a worse course of PTSD but only during some intervals of the 15-year follow-up. Subjects with full social phobia were more likely to experience worsening of PTSD over time in comparison with subjects with less severe social phobia. Role functioning in the areas of household and employment was a significant predictor of a declining course of PTSD. CONCLUSIONS: These findings revealed the dynamic nature of the predictive value of traumatic experiences, the deleterious effect of social phobia and the long term effect of psychosocial functioning on the course of PTSD. Implications for treatment planning and development of interventions for PTSD are discussed.",7165,1,0
"142","quantitative electroencephalography (qeeg) in diagnosis and differential diagnosis of psychiatric disorders","Objective: Quantitative electroencephalography (qEEG) research remains unanswered the question concerning the use of qEEG as a standard laboratory test by practicing psychiatrists. The sensitivity and specificity of electrophysiological methods to answer practical clinical questions about individual patients suffering from psychiatric disorders remains unclear. Our research aimed to examine the use of qEEG to aid in clinical diagnosis. In order to assess qEEG's applicability as a laboratory test in clinical psychiatry, depression, generalized anxiety, panic, posttraumatic stress disorder and schizophrenia patients are evaluated using quantitative electroencephalography. Method: We used discriminant analyses to test the ability of different combinations of qEEG variables to classify individual patients into specific clinically defined categories which were posttraumatic stress disorder (7 patient , generalized anxiety disorder (14 patient) , panic disorder (16 patient), major depression (16 patient) and schizophrenia (7 patient). Results: Discriminant analyses were performed on qEEG variables, we found that 100% of patients and controls were correctly classified and also individual patients were classified into specific clinically defined categories at the end of 1 week and 1 month.. Conclussion: As a clinical laboratory test, qEEG's cautious use is recommended in depression and anxiety disorders.",2954,0,0
"143","quantitative electroencephalography (qeeg) in diagnosis and differential diagnosis of psychiatric disorders","Objective: Quantitative electroencephalography (qEEG) research remains unanswered the question concerning the use of qEEG as a standard laboratory test by practicing psychiatrists. The sensitivity and specificity of electrophysiological methods to answer practical clinical questions about individual patients suffering from psychiatric disorders remains unclear. Our research aimed to examine the use of qEEG to aid in clinical diagnosis. In order to assess qEEG's applicability as a laboratory test in clinical psychiatry, depression, generalized anxiety, panic, posttraumatic stress disorder and schizophrenia patients are evaluated using quantitative electroencephalography. Method: We used discriminant analyses to test the ability of different combinations of qEEG variables to classify individual patients into specific clinically defined categories which were posttraumatic stress disorder (7 patient , generalized anxiety disorder (14 patient) , panic disorder (16 patient), major depression (16 patient) and schizophrenia (7 patient). Results: Discriminant analyses were performed on qEEG variables, we found that 100% of patients and controls were correctly classified and also individual patients were classified into specific clinically defined categories at the end of 1 week and 1 month.. Conclussion: As a clinical laboratory test, qEEG's cautious use is recommended in depression and anxiety disorders.",9729,0,0
"144","the relation between personality disorder and posttraumatic stress disorder","The relationship between posttraumatic stress disorder (PTSD) and personality disorder was assessed in Croatian soldiers who experienced war psycho trauma. The research included two groups of soldiers: PTSD group included 50 soldiers treated at hospital and diagnosed as PTSD, and PTSD+PD group included 50 soldiers treated at hospital and diagnosed as both PTSD and personality disorder. Using CAPS-2 assessment scale, the PTSD+PD group were found to demonstrate a higher intensity of PTSD symptoms not only in the total score, but also in the diagnostic cells of feeling of being deprived of the future, and irritability with fits of anger. Personality dimensions were examined by MMPI-1, and the results showed the PTSD group to have a depressive-paranoid profile (D-Pa), whereas PTSD+PD group had a depressive-psychasthenic profile (D-Pt). Using the application of EPQ/A questionnaire, both groups were found to have high psychotic and neurotic features and low extraversion, while the EPQ/IVE questionnaire recorded high impulsion and low adventurism and empathy. There was no significant difference between the groups. It is concluded that exposure to war psychotrauma leads to significant personality changes in premorbidly healthy persons, which makes it hard to differentiate them from the persons with personality disorder. The symptoms of PTSD act synergistically with the symptoms of primary personality pathology, resulting in more serious clinical features of PTSD in the persons suffering from personality disorder than in healthy persons.",1742,0,0
"145","the relation between personality disorder and posttraumatic stress disorder","The relationship between posttraumatic stress disorder (PTSD) and personality disorder was assessed in Croatian soldiers who experienced war psycho trauma. The research included two groups of soldiers: PTSD group included 50 soldiers treated at hospital and diagnosed as PTSD, and PTSD+PD group included 50 soldiers treated at hospital and diagnosed as both PTSD and personality disorder. Using CAPS-2 assessment scale, the PTSD+PD group were found to demonstrate a higher intensity of PTSD symptoms not only in the total score, but also in the diagnostic cells of feeling of being deprived of the future, and irritability with fits of anger. Personality dimensions were examined by MMPI-1, and the results showed the PTSD group to have a depressive-paranoid profile (D-Pa), whereas PTSD+PD group had a depressive-psychasthenic profile (D-Pt). Using the application of EPQ/A questionnaire, both groups were found to have high psychotic and neurotic features and low extraversion, while the EPQ/IVE questionnaire recorded high impulsion and low adventurism and empathy. There was no significant difference between the groups. It is concluded that exposure to war psychotrauma leads to significant personality changes in premorbidly healthy persons, which makes it hard to differentiate them from the persons with personality disorder. The symptoms of PTSD act synergistically with the symptoms of primary personality pathology, resulting in more serious clinical features of PTSD in the persons suffering from personality disorder than in healthy persons.",10390,0,0
"146","antipsychotics in the treatment of anxiety disorders","Introduction: Antipsychotics were used in the treatment of pathological anxiety by several generations of psychiatrists despite the insufficient evidence. Because of their somewhat improved safety profile, especially second generation antipsychotics (SGAs) are increasingly used for the treatment of non-psychotic anxiety. Method: The resources for this literature review were obtained from the National Library of Medicine PubMed database and Web of Science, including the ones published between the years 1991-2011. Additional references were found through bibliography reviews of relevant articles. Results: There is moderate evidence supporting the use of some antipsychotics, either as adjunctive treatment or monotherapy, in the treatment of anxiety disorders. Despite the limitations of the trials reviewed, atypical antipsychotics represent a promising treatment modality when considering their improved side effect profile compared to conventional agents. The facts to date do not warrant the use of SGAs as first-line monotherapy in the treatment of anxiety disorders. Nevertheless, some patients with highly refractory anxiety disorders may benefit from the judicious and carefully monitored use of adjunctive SGAs. A careful risk-benefit assessment, on a case-by-case basis, must be undertaken by the physician. Conclusions: Benefits and harms vary among antipsychotic medications for off-label use in anxiety disorders. With respect to the double-blind randomized controlled studies only quetiapine was associated with benefits in the treatment of generalized anxiety disorder; risperidone and haloperidol were associated with benefits in the treatment of obsessive-compulsive disorder and risperidone in PTSD.",1279,0,0
"147","antipsychotics in the treatment of anxiety disorders","Introduction: Antipsychotics were used in the treatment of pathological anxiety by several generations of psychiatrists despite the insufficient evidence. Because of their somewhat improved safety profile, especially second generation antipsychotics (SGAs) are increasingly used for the treatment of non-psychotic anxiety. Method: The resources for this literature review were obtained from the National Library of Medicine PubMed database and Web of Science, including the ones published between the years 1991-2011. Additional references were found through bibliography reviews of relevant articles. Results: There is moderate evidence supporting the use of some antipsychotics, either as adjunctive treatment or monotherapy, in the treatment of anxiety disorders. Despite the limitations of the trials reviewed, atypical antipsychotics represent a promising treatment modality when considering their improved side effect profile compared to conventional agents. The facts to date do not warrant the use of SGAs as first-line monotherapy in the treatment of anxiety disorders. Nevertheless, some patients with highly refractory anxiety disorders may benefit from the judicious and carefully monitored use of adjunctive SGAs. A careful risk-benefit assessment, on a case-by-case basis, must be undertaken by the physician. Conclusions: Benefits and harms vary among antipsychotic medications for off-label use in anxiety disorders. With respect to the double-blind randomized controlled studies only quetiapine was associated with benefits in the treatment of generalized anxiety disorder; risperidone and haloperidol were associated with benefits in the treatment of obsessive-compulsive disorder and risperidone in PTSD.",648,0,0
"148",NA,NA,14696,0,0
"149",NA,NA,14758,0,0
"150","trajectories of posttraumatic stress symptoms (ptss) after major war among palestinian children: trauma, family- and child-related predictors","Objective Research shows great individual variation in changes in posttraumatic stress symptoms (PTSSs) after major traumas of terrorist attacks, military combat, and natural disasters. Earlier studies have identified specific mental health trajectories both in children and adults. This study aimed, first, to identify potential PTSS-related trajectories by using latent class growth analyses among children in a three-wave assessment after the 2008/2009 War on Gaza, Palestine. Second, it analyzed how family- and child related factors (e.g., attachment relations, posttraumatic cognitions (PTCs), guilt, and emotion regulation) associate with the trajectory class membership. 2014 Elsevier B.V. All rights reserved. Methods The sample consisted of 240 Palestinian children (49.4% girls and 50.6% boys) of 10-13 years of age (M=11.29, SD=0.68), who completed PTSS (CRIES) assessments at 3 (T1), 5 (T2), and 11 (T3) months after the war. Children reported their personal exposure to war trauma, attachment style, cognitive trauma processing, and emotion regulation, and their parents reported family war trauma exposure and attachment style. Results Results revealed a three-trajectory solution, a majority of children belonging to the Recovery trajectory (n=183), and a minority belonged either to Resistant trajectory (n=29) or to Increasing symptoms trajectory (n=28). Low levels of negative posttraumatic cognitive appraisals, feelings of guilt and emotion regulation were characteristic of children in the Resistant trajectory as compared to Increasing symptoms trajectory. Father's attachment security was further associated with the Resistant trajectory membership. Children's attachment avoidance and high parental trauma were typical to children in Recovery trajectory (as compared to the Increasing symptoms trajectory).",3591,1,1
"151","trajectories of posttraumatic stress symptoms (ptss) after major war among palestinian children: trauma, family- and child-related predictors","Objective Research shows great individual variation in changes in posttraumatic stress symptoms (PTSSs) after major traumas of terrorist attacks, military combat, and natural disasters. Earlier studies have identified specific mental health trajectories both in children and adults. This study aimed, first, to identify potential PTSS-related trajectories by using latent class growth analyses among children in a three-wave assessment after the 2008/2009 War on Gaza, Palestine. Second, it analyzed how family- and child related factors (e.g., attachment relations, posttraumatic cognitions (PTCs), guilt, and emotion regulation) associate with the trajectory class membership. 2014 Elsevier B.V. All rights reserved. Methods The sample consisted of 240 Palestinian children (49.4% girls and 50.6% boys) of 10-13 years of age (M=11.29, SD=0.68), who completed PTSS (CRIES) assessments at 3 (T1), 5 (T2), and 11 (T3) months after the war. Children reported their personal exposure to war trauma, attachment style, cognitive trauma processing, and emotion regulation, and their parents reported family war trauma exposure and attachment style. Results Results revealed a three-trajectory solution, a majority of children belonging to the Recovery trajectory (n=183), and a minority belonged either to Resistant trajectory (n=29) or to Increasing symptoms trajectory (n=28). Low levels of negative posttraumatic cognitive appraisals, feelings of guilt and emotion regulation were characteristic of children in the Resistant trajectory as compared to Increasing symptoms trajectory. Father's attachment security was further associated with the Resistant trajectory membership. Children's attachment avoidance and high parental trauma were typical to children in Recovery trajectory (as compared to the Increasing symptoms trajectory).",37,1,1
"152","psychological distress and resources among siblings and parents exposed to traumatic events","We examined symmetries and asymmetries within family members' psychological distress and resources in general and when exposed to traumatic events in particular. PTSD and depressive symptoms indicated distress and resilient attitudes, and satisfaction with quality of life indicated resources. We also analysed potential complementary dynamics between family members and identified family types according to their distress and resources. Concerning trauma impact, we hypothesized that exposure to family military violence (FMV) and recent personal trauma (RPT) predict family members' psychological distress and resources differently, indicating asymmetry in family responses. The participants were 65 Palestinian families each consisting of a mother, a father and their 15-, 17 and 19-year-old children. The within-family MANOVA results showed asymmetric in psychological distress and resources in sibling and spousal subsystems, for example older siblings reported a higher level of depressive symptoms than both parents, and mothers reported PTSD more often than fathers. The cluster analysis identified four family types, two with symmetric responses: In the ""resilient families"" all members showed low distress and high resources, and in the ""ordeal families"" all showed distress and low resources. In the asymmetric families either the children or the parents showed low distress and high resources, named the ""children's strength families"" and the ""parental strength families"", respectively. Partial correlation analysis revealed complementary dynamics between children and their parents: If mothers reported high levels of psychological distress, the 15 and 17-year-olds reported low or vice versa. Spousal complementary dynamics were found in psychosocial resources: If the mother showed highly resilient attitudes, the father showed low or vice versa. As hypothesized, exposure to traumatic events was differently associated with family members' psychological distress and resources. Family military trauma (FMT) predicted depressive symptoms only among the youngest siblings, and recent personal trauma (RPT) was associated with dissatisfaction with quality of life only among the oldest sibling and fathers.",1645,0,0
"153","psychological distress and resources among siblings and parents exposed to traumatic events","We examined symmetries and asymmetries within family members' psychological distress and resources in general and when exposed to traumatic events in particular. PTSD and depressive symptoms indicated distress and resilient attitudes, and satisfaction with quality of life indicated resources. We also analysed potential complementary dynamics between family members and identified family types according to their distress and resources. Concerning trauma impact, we hypothesized that exposure to family military violence (FMV) and recent personal trauma (RPT) predict family members' psychological distress and resources differently, indicating asymmetry in family responses. The participants were 65 Palestinian families each consisting of a mother, a father and their 15-, 17 and 19-year-old children. The within-family MANOVA results showed asymmetric in psychological distress and resources in sibling and spousal subsystems, for example older siblings reported a higher level of depressive symptoms than both parents, and mothers reported PTSD more often than fathers. The cluster analysis identified four family types, two with symmetric responses: In the ""resilient families"" all members showed low distress and high resources, and in the ""ordeal families"" all showed distress and low resources. In the asymmetric families either the children or the parents showed low distress and high resources, named the ""children's strength families"" and the ""parental strength families"", respectively. Partial correlation analysis revealed complementary dynamics between children and their parents: If mothers reported high levels of psychological distress, the 15 and 17-year-olds reported low or vice versa. Spousal complementary dynamics were found in psychosocial resources: If the mother showed highly resilient attitudes, the father showed low or vice versa. As hypothesized, exposure to traumatic events was differently associated with family members' psychological distress and resources. Family military trauma (FMT) predicted depressive symptoms only among the youngest siblings, and recent personal trauma (RPT) was associated with dissatisfaction with quality of life only among the oldest sibling and fathers.",10064,0,0
"154",NA,NA,14596,0,0
"155","clinical uses and differences among the selective serotonin reuptake inhibitors","The selective serotonin reuptake inhibitors (SSRIs) are the most commonly prescribed agents for treating depressive disorders in the United States. Differences between the individual SSRIs may guide the choice of a particular agent. These differences include pharmacokinetic profiles, side effects, relative doses, FDA-approved indications, and cost. This article discusses the role of these differences in the selection of a particular agent. Since the SSRIs inhibit neuronal serotonin reuptake and have minimal effects on sites affected by other antidepressants, the SSRIs have a different pharmacodynamic and tolerability profile from other antidepressants. The SSRIs are effective in treating many disorders, including major depression, obsessive-compulsive disorder, panic attacks, bulimia, alcoholism, bipolar disorder, posttraumatic stress disorder, premenstrual dysphoric disorder, and perhaps migraine headaches. Common adverse reactions of the SSRIs include central nervous system activation, insomnia, sedation, and gastrointestinal upset. Altered sleep patterns and sexual dysfunction due to SSRIs may adversely impact patients' quality of life. Potentially serious drug interactions may occur when SSRIs are given concomitantly with other agents. Including warfarin, meperidine, and monoamine oxidase inhibitors. The SSRIs provide clinicians with an effective alternative to older antidepressants.",3408,0,0
"156","clinical uses and differences among the selective serotonin reuptake inhibitors","The selective serotonin reuptake inhibitors (SSRIs) are the most commonly prescribed agents for treating depressive disorders in the United States. Differences between the individual SSRIs may guide the choice of a particular agent. These differences include pharmacokinetic profiles, side effects, relative doses, FDA-approved indications, and cost. This article discusses the role of these differences in the selection of a particular agent. Since the SSRIs inhibit neuronal serotonin reuptake and have minimal effects on sites affected by other antidepressants, the SSRIs have a different pharmacodynamic and tolerability profile from other antidepressants. The SSRIs are effective in treating many disorders, including major depression, obsessive-compulsive disorder, panic attacks, bulimia, alcoholism, bipolar disorder, posttraumatic stress disorder, premenstrual dysphoric disorder, and perhaps migraine headaches. Common adverse reactions of the SSRIs include central nervous system activation, insomnia, sedation, and gastrointestinal upset. Altered sleep patterns and sexual dysfunction due to SSRIs may adversely impact patients' quality of life. Potentially serious drug interactions may occur when SSRIs are given concomitantly with other agents. Including warfarin, meperidine, and monoamine oxidase inhibitors. The SSRIs provide clinicians with an effective alternative to older antidepressants.",10617,0,0
"157",NA,NA,14434,0,0
"158","acute post-rape plasma cortisol, alcohol use, and ptsd symptom profile among recent rape victims",NA,6583,0,0
"159",NA,NA,14331,0,0
"160",NA,NA,14481,0,0
"161","children against children: bullying as an emerging disorder","An increasing number of children are consulting for various problems or disorders that are based on mistreatment at school. Bullying is defined as persistent physical or emotional violence by a school-aged child or group of children against another school-aged child who is unable to defend himself in this situation, which takes place in the school area. This type of behavior involves the aggressor, the victim, the group of classmates, the institution (teachers, the psychopedagogic team, the management team) and the families (those of the aggressor and victim, and the parents association). Bullying is a type of disorder that can be included in some of the typologies described by Terr in Postraumatic Stress Disorder in childhood, specifically in type II or chronic disorder and in type III or mixed disorder (chronic with phases of acute reactivation). Longitudinal studies have reported an association between having been bullied at school and the possibility of suffering from mobbing, mostly in the form of work harassment. Surprisingly, there can be a ""pact of silence"" between classmates. Schools are perceived as being more tolerant with the aggressors than with the victims of bullying.",3197,0,0
"162","children against children: bullying as an emerging disorder","An increasing number of children are consulting for various problems or disorders that are based on mistreatment at school. Bullying is defined as persistent physical or emotional violence by a school-aged child or group of children against another school-aged child who is unable to defend himself in this situation, which takes place in the school area. This type of behavior involves the aggressor, the victim, the group of classmates, the institution (teachers, the psychopedagogic team, the management team) and the families (those of the aggressor and victim, and the parents association). Bullying is a type of disorder that can be included in some of the typologies described by Terr in Postraumatic Stress Disorder in childhood, specifically in type II or chronic disorder and in type III or mixed disorder (chronic with phases of acute reactivation). Longitudinal studies have reported an association between having been bullied at school and the possibility of suffering from mobbing, mostly in the form of work harassment. Surprisingly, there can be a ""pact of silence"" between classmates. Schools are perceived as being more tolerant with the aggressors than with the victims of bullying.",10149,0,0
